protein id,ORIGIN,Protein description,PH7.85R1,PH7.85R2,PH7.85R3,PH8.15R1,PH8.15R2,PH8.15R3,PH8.45R1,PH8.45R2,PH8.45R3,fold1,fold2,Subcellular localization,Biological Process,Cellular Component,Molecular Function,KEGG KO No.,KEGG Gene,KEGG pathway,IPR ID,Domain description
c200671_g2_orf1,coral,len=362  frame:-1  start:1365  end:280  hypothetical protein PPL_12563 [Polysphondylium pallidum PN500],1.28,1.364,1.155,0.74,0.835,0.766,0.837,0.94,1.033,1.622810765,1.159786477,mitochondria,GO:0044085 cellular component biogenesis; GO:0016043 cellular component organization; GO:0071822 protein complex subunit organization; GO:0051260 protein homooligomerization; GO:0022607 cellular component assembly; GO:0065003 macromolecular complex assembly; GO:0070271 protein complex biogenesis; GO:0009987 cellular process; GO:0006461 protein complex assembly; GO:0071840 cellular component organization or biogenesis; GO:0051259 protein oligomerization; GO:0043933 macromolecular complex subunit organization; ,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR006571; IPR003131; IPR011333; IPR000210; ,TLDc domain; Potassium channel tetramerisation-type BTB domain; SKP1/BTB/POZ domain; BTB/POZ domain; 
c188409_g1_orf1,coral,len=156  frame:-2  start:699  end:232  predicted protein [Nematostella vectensis]&gt;gi|156221622|gb|EDO42475.1| predicted protein [Nematostella vectensis],1.252,1.268,1.288,0.696,0.963,0.714,1.023,1.069,0.713,1.604719764,1.159358289,cytoplasm,GO:0006950 response to stress; GO:0050896 response to stimulus; ,,,,,,IPR006016; IPR014729; ,UspA; Rossmann-like alpha/beta/alpha sandwich fold; 
c210982_g1_orf1,coral,len=971  frame:-3  start:3704  end:792  PREDICTED: restin homolog isoform X1 [Strongylocentrotus purpuratus],1.293,1.521,1.233,0.8,1.015,0.711,0.658,0.714,0.997,1.602137767,1.50021106,nucleus,,,,,,,,
c201654_g1_orf1,coral,len=372  frame:2  start:1349  end:2464  glutamine synthetase [Aiptasia pallida],1.261,1.281,1.265,0.792,0.829,0.809,0.885,0.988,0.821,1.566666667,1.23904974,cytoplasm,GO:0009064 glutamine family amino acid metabolic process; GO:0008652 cellular amino acid biosynthetic process; GO:0006542 glutamine biosynthetic process; GO:0016053 organic acid biosynthetic process; GO:0044711 single-organism biosynthetic process; GO:0044281 small molecule metabolic process; GO:0006541 glutamine metabolic process; GO:0044763 single-organism cellular process; GO:0044699 single-organism process; GO:0006807 nitrogen compound metabolic process; GO:0009058 biosynthetic process; GO:1901605 alpha-amino acid metabolic process; GO:0044238 primary metabolic process; GO:1901566 organonitrogen compound biosynthetic process; GO:0044237 cellular metabolic process; GO:1901576 organic substance biosynthetic process; GO:0009084 glutamine family amino acid biosynthetic process; GO:0044249 cellular biosynthetic process; GO:0071704 organic substance metabolic process; GO:0046394 carboxylic acid biosynthetic process; GO:0008152 metabolic process; GO:0006520 cellular amino acid metabolic process; GO:0044710 single-organism metabolic process; GO:1901607 alpha-amino acid biosynthetic process; GO:0019752 carboxylic acid metabolic process; GO:0044283 small molecule biosynthetic process; GO:0006082 organic acid metabolic process; GO:0009987 cellular process; GO:0043436 oxoacid metabolic process; GO:1901564 organonitrogen compound metabolic process; ,,"GO:0016879 ligase activity, forming carbon-nitrogen bonds; GO:0016211 ammonia ligase activity; GO:0004356 glutamate-ammonia ligase activity; GO:0016880 acid-ammonia (or amide) ligase activity; GO:0003824 catalytic activity; GO:0016874 ligase activity; ",K01915,glnA; glutamine synthetase [EC:6.3.1.2],"ko00220 Arginine biosynthesis; ko04727 GABAergic synapse; ko01230 Biosynthesis of amino acids; ko01100 Metabolic pathways; ko04217 Necroptosis; ko02020 Two-component system; ko04724 Glutamatergic synapse; ko00910 Nitrogen metabolism; ko01120 Microbial metabolism in diverse environments; ko00250 Alanine, aspartate and glutamate metabolism; ko00630 Glyoxylate and dicarboxylate metabolism; ",IPR008146; IPR008147; IPR014746; ,"Glutamine synthetase, catalytic domain; Glutamine synthetase, beta-Grasp domain; Glutamine synthetase/guanido kinase, catalytic domain; "
c202409_g1_orf1,coral,"len=743  frame:3  start:3  end:2231  predicted protein [Nematostella vectensis]&gt;gi|156228817|gb|EDO49614.1| predicted protein, partial [Nematostella vectensis]",1.297,1.282,1.146,0.816,0.809,0.76,0.896,0.807,0.994,1.561844864,1.202817946,extracellular,,,,,,,IPR011641; IPR000436; IPR003410; IPR002035; ,"Tyrosine-protein kinase ephrin type A/B receptor-like; Sushi/SCR/CCP domain; HYR domain; von Willebrand factor, type A; "
c192970_g1_orf1,coral,len=372  frame:3  start:3  end:1118  predicted protein [Nematostella vectensis]&gt;gi|156220190|gb|EDO41061.1| predicted protein [Nematostella vectensis],1.233,1.511,1.167,0.639,0.929,0.96,0.965,0.727,0.824,1.547072785,1.31836248,extracellular,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004252 serine-type endopeptidase activity; GO:0004175 endopeptidase activity; GO:0008233 peptidase activity; GO:0003824 catalytic activity; GO:0017171 serine hydrolase activity; GO:0008236 serine-type peptidase activity; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0016787 hydrolase activity; ",,,,IPR009003; IPR001254; ,"Peptidase S1, PA clan; Serine proteases, trypsin domain; "
c23546_g1_orf1,coral,len=286  frame:-2  start:1081  end:224  hypothetical protein BRAFLDRAFT_98084 [Branchiostoma floridae]&gt;gi|229288226|gb|EEN58925.1| hypothetical protein BRAFLDRAFT_98084 [Branchiostoma floridae],1.201,1.439,1.222,0.92,0.822,0.78,1.054,0.954,0.573,1.531324346,1.387446726,plasma membrane,,,,,,,IPR007084; ,BRICHOS domain; 
c177195_g1_orf1,coral,"len=325  frame:1  start:1  end:975  hypothetical protein NEMVEDRAFT_v1g2158 [Nematostella vectensis]&gt;gi|156209654|gb|EDO30908.1| predicted protein, partial [Nematostella vectensis]",1.163,1.328,1.183,0.782,0.74,0.883,1.001,0.856,1.071,1.527650728,1.12465847,extracellular,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004252 serine-type endopeptidase activity; GO:0004175 endopeptidase activity; GO:0008233 peptidase activity; GO:0003824 catalytic activity; GO:0017171 serine hydrolase activity; GO:0008236 serine-type peptidase activity; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0016787 hydrolase activity; ",,,,IPR009003; IPR001254; IPR003582; ,"Peptidase S1, PA clan; Serine proteases, trypsin domain; ShKT domain; "
c172863_g1_orf1,coral,len=171  frame:-3  start:590  end:78  predicted protein [Nematostella vectensis]&gt;gi|156211442|gb|EDO32549.1| predicted protein [Nematostella vectensis],1.207,1.342,1.308,0.84,0.852,0.842,0.853,0.909,0.81,1.522099448,1.356920684,cytoplasm,,,,,,,IPR011017; ,TRASH domain; 
c161475_g1_orf1,coral,len=158  frame:2  start:2  end:475  predicted protein [Nematostella vectensis]&gt;gi|156216176|gb|EDO37119.1| predicted protein [Nematostella vectensis],1.234,1.241,1.291,0.942,0.815,0.719,0.81,0.85,0.846,1.521001616,1.386272945,mitochondria,GO:0006518 peptide metabolic process; GO:0043043 peptide biosynthetic process; GO:0044267 cellular protein metabolic process; GO:0006807 nitrogen compound metabolic process; GO:0009058 biosynthetic process; GO:0043603 cellular amide metabolic process; GO:0044238 primary metabolic process; GO:1901566 organonitrogen compound biosynthetic process; GO:1901576 organic substance biosynthetic process; GO:0044237 cellular metabolic process; GO:0044249 cellular biosynthetic process; GO:0071704 organic substance metabolic process; GO:0008152 metabolic process; GO:0044271 cellular nitrogen compound biosynthetic process; GO:0034645 cellular macromolecule biosynthetic process; GO:0044260 cellular macromolecule metabolic process; GO:0034641 cellular nitrogen compound metabolic process; GO:0010467 gene expression; GO:0043170 macromolecule metabolic process; GO:0043604 amide biosynthetic process; GO:0019538 protein metabolic process; GO:0006412 translation; GO:0009059 macromolecule biosynthetic process; GO:0009987 cellular process; GO:1901564 organonitrogen compound metabolic process; ,GO:0005840 ribosome; GO:0043226 organelle; GO:0043229 intracellular organelle; GO:0043232 intracellular non-membrane-bounded organelle; GO:0044464 cell part; GO:0005622 intracellular; GO:0005737 cytoplasm; GO:0032991 macromolecular complex; GO:0044424 intracellular part; GO:1990904 ribonucleoprotein complex; GO:0005623 cell; GO:0030529 intracellular ribonucleoprotein complex; GO:0044444 cytoplasmic part; GO:0043228 non-membrane-bounded organelle; ,GO:0003735 structural constituent of ribosome; GO:0005198 structural molecule activity; ,,,,IPR020568; IPR014721; ,"Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; "
c193977_g1_orf1,coral,len=209  frame:2  start:248  end:874  egg protein [Euphyllia ancora],1.325,1.271,1.339,0.97,0.816,0.803,0.806,0.88,0.729,1.51989185,1.482401656,extracellular,,,,,,,,
c203743_g1_orf1,coral,len=217  frame:-3  start:651  end:1  predicted protein [Nematostella vectensis]&gt;gi|313471325|sp|A7RF00.1|MTNA_NEMVE RecName: Full=Methylthioribose-1-phosphate isomerase Short=M1Pi Short=MTR-1-P isomerase AltName: Full=S-methyl-5-thioribose-1-phosphate isomerase AltName: Full=Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein&gt;gi|156229086|gb|EDO49882.1| predicted protein [Nematostella vectensis],1.344,1.275,1.282,0.896,0.855,0.819,0.808,0.801,0.869,1.517898833,1.39346247,mitochondria,GO:0008152 metabolic process; GO:0044237 cellular metabolic process; GO:0009987 cellular process; ,,,,,,IPR027363; ,"Methylthioribose-1-phosphate isomerase-like, N-terminal domain; "
c192787_g2_orf1,coral,len=319  frame:1  start:475  end:1431  predicted protein [Micromonas sp. RCC299]&gt;gi|226519077|gb|ACO65068.1| predicted protein [Micromonas sp. RCC299],1.214,1.358,1.205,0.748,0.942,0.815,1.036,0.832,0.843,1.507784431,1.221320546,cytoplasm,GO:0008152 metabolic process; GO:0006725 cellular aromatic compound metabolic process; GO:0046483 heterocycle metabolic process; GO:0006139 nucleobase-containing compound metabolic process; GO:1901360 organic cyclic compound metabolic process; GO:0006807 nitrogen compound metabolic process; GO:0034641 cellular nitrogen compound metabolic process; GO:0044238 primary metabolic process; GO:0009987 cellular process; GO:0044237 cellular metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0003676 nucleic acid binding; GO:0016788 hydrolase activity, acting on ester bonds; GO:0004518 nuclease activity; GO:0004527 exonuclease activity; GO:0008408 3'-5' exonuclease activity; GO:0016787 hydrolase activity; ",,,,IPR012337; IPR002562; ,Ribonuclease H-like domain; 3'-5' exonuclease domain; 
c208221_g1_orf1,coral,len=360  frame:3  start:3  end:1082  PREDICTED: olfactomedin-like protein 2A-like [Astyanax mexicanus],1.263,1.251,1.296,0.816,0.918,0.796,0.799,0.953,0.885,1.505928854,1.275312856,plasma membrane,,,,,,,IPR003112; ,Olfactomedin-like domain; 
c207493_g1_orf2,coral,len=216  frame:-2  start:1351  end:704  predicted protein [Nematostella vectensis]&gt;gi|156228914|gb|EDO49711.1| predicted protein [Nematostella vectensis],1.51,1.442,1.608,,0.385,0.549,0.783,0.919,0.661,3.254817987,1.93609818,nucleus,,,,,,,,
c204749_g2_orf1,coral,len=549  frame:2  start:161  end:1807  predicted protein [Nematostella vectensis]&gt;gi|156228955|gb|EDO49752.1| predicted protein [Nematostella vectensis],0.834,0.737,0.922,1.304,1.269,1.187,0.961,0.97,0.926,0.663031915,1.037101855,extracellular,GO:0008152 metabolic process; ,,"GO:0016787 hydrolase activity; GO:0008484 sulfuric ester hydrolase activity; GO:0003824 catalytic activity; GO:0016788 hydrolase activity, acting on ester bonds; ",,,,IPR017849; IPR017850; IPR000917; ,"Alkaline phosphatase-like, alpha/beta/alpha; Alkaline-phosphatase-like, core domain; Sulfatase, N-terminal; "
c186529_g1_orf1,coral,len=212  frame:1  start:508  end:1143  hypothetical protein BRAFLDRAFT_129110 [Branchiostoma floridae]&gt;gi|229282113|gb|EEN52865.1| hypothetical protein BRAFLDRAFT_129110 [Branchiostoma floridae],0.851,0.765,0.9,1.263,1.302,1.237,0.984,0.951,0.914,0.66175697,1.027729028,extracellular,GO:0007160 cell-matrix adhesion; GO:0022610 biological adhesion; GO:0007155 cell adhesion; GO:0031589 cell-substrate adhesion; ,GO:0005576 extracellular region; ,GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0005509 calcium ion binding; GO:0005488 binding; GO:0043167 ion binding; ,,,,,
c193845_g1,coral,len=202  start:182  end:787 minus strand,0.852,0.859,0.824,1.42,1.242,1.188,0.858,0.977,0.878,0.658441558,1.143752304,extracellular,,,,K10264,FBXW8; F-box and WD-40 domain protein 8,ko04120 Ubiquitin mediated proteolysis; ,,
c209612_g1_orf1,coral,len=1005  frame:-3  start:3969  end:955  predicted protein [Nematostella vectensis]&gt;gi|156216473|gb|EDO37409.1| predicted protein [Nematostella vectensis],0.678,0.968,0.92,1.474,1.171,1.252,0.941,1.168,0.571,0.658455222,1.254477612,plasma membrane,,,,,,,IPR011641; IPR009011; IPR009030; ,Tyrosine-protein kinase ephrin type A/B receptor-like; Mannose-6-phosphate receptor binding domain; Growth factor receptor cysteine-rich domain; 
c189248_g1_orf1,coral,len=195  frame:-1  start:2181  end:1597  hypothetical protein BRAFLDRAFT_117727 [Branchiostoma floridae]&gt;gi|229278071|gb|EEN48858.1| hypothetical protein BRAFLDRAFT_117727 [Branchiostoma floridae],0.735,0.854,0.861,1.174,1.231,1.322,0.896,1.002,0.992,0.657365173,0.999653979,cytoplasm,,,,,,,IPR011323; IPR011057; ,Mss4/translationally controlled tumour-associated TCTP; Mss4-like; 
c213456_g1_orf1,coral,len=1424  frame:-2  start:5046  end:775  predicted protein [Nematostella vectensis]&gt;gi|156217156|gb|EDO38078.1| predicted protein [Nematostella vectensis]&gt;gi|400621509|gb|AFP87460.1| ret-like protein [Nematostella vectensis],0.87,0.825,0.819,1.252,1.446,1.158,0.941,0.923,0.875,0.651970954,1.05732019,endoplasmic reticulum,GO:0016310 phosphorylation; GO:0044267 cellular protein metabolic process; GO:0044238 primary metabolic process; GO:0044237 cellular metabolic process; GO:0006796 phosphate-containing compound metabolic process; GO:0071704 organic substance metabolic process; GO:0008152 metabolic process; GO:0006468 protein phosphorylation; GO:0006793 phosphorus metabolic process; GO:0044260 cellular macromolecule metabolic process; GO:0006464 cellular protein modification process; GO:0019538 protein metabolic process; GO:0043170 macromolecule metabolic process; GO:0036211 protein modification process; GO:0043412 macromolecule modification; GO:0009987 cellular process; ,,"GO:0005524 ATP binding; GO:1901265 nucleoside phosphate binding; GO:0016773 phosphotransferase activity, alcohol group as acceptor; GO:0001882 nucleoside binding; GO:0043167 ion binding; GO:0004713 protein tyrosine kinase activity; GO:0005515 protein binding; GO:0000166 nucleotide binding; GO:0004672 protein kinase activity; GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0032549 ribonucleoside binding; GO:0097367 carbohydrate derivative binding; GO:0016301 kinase activity; GO:0032553 ribonucleotide binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0032550 purine ribonucleoside binding; GO:0032555 purine ribonucleotide binding; GO:0043168 anion binding; GO:0032559 adenyl ribonucleotide binding; GO:0030554 adenyl nucleotide binding; GO:0001883 purine nucleoside binding; GO:0016740 transferase activity; GO:0017076 purine nucleotide binding; GO:0036094 small molecule binding; GO:0035639 purine ribonucleoside triphosphate binding; GO:0016772 transferase activity, transferring phosphorus-containing groups; ",,,,IPR001245; IPR003961; IPR011009; IPR000421; IPR013783; IPR000719; IPR020635; IPR008979; ,"Serine-threonine/tyrosine-protein kinase catalytic domain; Fibronectin type III; Protein kinase-like domain; Coagulation factor 5/8 C-terminal domain; Immunoglobulin-like fold; Protein kinase domain; Tyrosine-protein kinase, catalytic domain; Galactose-binding domain-like; "
c207653_g1_orf1,coral,"len=611  frame:3  start:78  end:1910  predicted protein [Nematostella vectensis]&gt;gi|156218817|gb|EDO39708.1| predicted protein, partial [Nematostella vectensis]",0.799,0.864,0.784,1.347,1.255,1.206,1.012,1.036,0.824,0.642594538,1.042827298,plasma membrane,GO:0006810 transport; GO:1902578 single-organism localization; GO:0044699 single-organism process; GO:0051179 localization; GO:0006836 neurotransmitter transport; GO:0051234 establishment of localization; GO:0044765 single-organism transport; ,GO:0031224 intrinsic component of membrane; GO:0016020 membrane; GO:0016021 integral component of membrane; GO:0044425 membrane part; ,GO:0015294 solute:cation symporter activity; GO:0022804 active transmembrane transporter activity; GO:0015291 secondary active transmembrane transporter activity; GO:0015075 ion transmembrane transporter activity; GO:0015293 symporter activity; GO:0015370 solute:sodium symporter activity; GO:0022892 substrate-specific transporter activity; GO:0015077 monovalent inorganic cation transmembrane transporter activity; GO:0005328 neurotransmitter:sodium symporter activity; GO:0022891 substrate-specific transmembrane transporter activity; GO:0005326 neurotransmitter transporter activity; GO:0046873 metal ion transmembrane transporter activity; GO:0022890 inorganic cation transmembrane transporter activity; GO:0015081 sodium ion transmembrane transporter activity; GO:0008324 cation transmembrane transporter activity; GO:0005215 transporter activity; GO:0022857 transmembrane transporter activity; ,,,,,
c203724_g1,coral,len=438  start:370  end:1683 minus strand,0.79,0.829,0.843,1.273,1.206,1.366,0.973,0.89,0.94,0.640312094,1.050660007,extracellular,,,,,,,,
c97316_g1_orf1,coral,len=249  frame:-1  start:859  end:113  hypothetical protein CHLNCDRAFT_138638 [Chlorella variabilis]&gt;gi|307104346|gb|EFN52600.1| hypothetical protein CHLNCDRAFT_138638 [Chlorella variabilis],0.883,0.855,0.735,1.229,1.184,1.486,0.929,0.925,0.889,0.634265196,1.02770689,mitochondria,,,,,,,IPR001179; ,FKBP-type peptidyl-prolyl cis-trans isomerase domain; 
